2016_"2016-08-15 09:23:35.000"_"2016-06-28 08:16:19.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 51 a 60 anos"_"53140170"
2016_"2016-05-23 11:02:35.000"_"2016-04-01 11:27:41.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 51 a 60 anos"_"50680310"
2016_"2016-08-01 11:08:45.000"_"2016-05-03 11:22:01.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 61 a 70 anos"_"NULL"
2016_"2016-08-08 12:05:10.000"_"2016-01-12 09:55:23.000"_"Sudeste"_"ES"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 61 a 70 anos"_"29000000"
2016_"2016-02-04 09:37:43.000"_"2015-12-03 16:22:27.000"_"Sudeste"_"MG"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 51 a 60 anos"_"33025000"
2016_"2016-05-31 14:45:38.000"_"2016-03-21 16:24:59.000"_"Centro-oeste"_"MS"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 31 a 40 anos"_"79117280"
2016_"2016-04-11 09:10:35.000"_"2016-02-26 13:43:33.000"_"Centro-oeste"_"MS"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 21 a 30 anos"_"79086441"
2016_"2016-03-17 16:47:52.000"_"2015-05-18 13:24:13.000"_"Centro-oeste"_"MT"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 41 a 50 anos"_"NULL"
2016_"2016-07-22 17:39:04.000"_"2016-05-19 10:23:31.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"F"_"entre 41 a 50 anos"_"56180000"
2016_"2016-07-26 10:31:48.000"_"2016-05-31 09:07:49.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 31 a 40 anos"_"55590000"
2016_"2016-03-31 17:22:16.000"_"2015-07-20 15:54:56.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_137_"Internet"_116_"Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)"_"F"_"entre 21 a 30 anos"_"65058428"
2016_"2016-07-28 10:44:30.000"_"2016-07-13 14:39:03.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 61 a 70 anos"_"24360250"
2016_"2016-12-12 11:33:38.000"_"2016-03-01 08:20:43.000"_"Nordeste"_"CE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 31 a 40 anos"_"60750060"
2016_"2016-05-17 10:47:41.000"_"2016-02-15 15:11:14.000"_"Nordeste"_"PB"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_54_"Cartão de Crédito"_28_"Cobrança indevida/abusiva"_"F"_"entre 41 a 50 anos"_"58416580"
2016_"2016-04-11 10:10:48.000"_"2016-03-07 11:31:45.000"_"Nordeste"_"PB"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 31 a 40 anos"_"58074695"
2016_"2016-05-10 10:25:10.000"_"2016-03-28 11:45:48.000"_"Nordeste"_"PB"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_254_"SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)"_"M"_"entre 21 a 30 anos"_"NULL"
2016_"2016-08-31 12:48:23.000"_"2016-07-22 11:53:48.000"_"Nordeste"_"PB"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_250_"Oficinas ( Mecânica, Funilaria, Auto-Elétrica, Borracharia )"_194_"Cobrança indevida/abusiva"_"F"_"entre 51 a 60 anos"_"58073590"
2016_"2016-08-05 14:09:44.000"_"2016-02-17 17:54:26.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 61 a 70 anos"_"65066810"
2016_"2016-11-28 11:29:25.000"_"2015-11-27 13:40:39.000"_"Nordeste"_"BA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 51 a 60 anos"_"41490167"
2016_"2016-11-10 16:13:07.000"_"2016-09-13 14:13:32.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 31 a 40 anos"_"65080330"
2016_"2016-12-01 10:54:23.000"_"2015-09-29 15:36:29.000"_"Sul"_"SC"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"até 20 anos"_"89120000"
2016_"2016-06-15 15:53:05.000"_"2016-05-12 13:01:41.000"_"Sul"_"PR"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 51 a 60 anos"_"81770799"
2016_"2016-01-25 14:46:57.000"_"2015-11-17 15:07:31.000"_"Sul"_"SC"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_185_"Serviço não concluído /Fornecimento parcial"_"F"_"entre 41 a 50 anos"_"88117222"
2016_"2016-11-22 15:32:52.000"_"2013-05-17 13:36:15.000"_"Sul"_"RS"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"Nao Informada"_"92850000"
2016_"2016-02-29 14:35:09.000"_"2015-10-13 15:59:25.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_183_"Vicio de qualidade (mal executado, inadequado, impróprio)"_"M"_"entre 41 a 50 anos"_"65000000"
2016_"2016-01-28 09:26:39.000"_"2015-11-18 11:25:18.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_183_"Vicio de qualidade (mal executado, inadequado, impróprio)"_"F"_"entre 31 a 40 anos"_"65000000"
2016_"2016-03-29 10:13:08.000"_"2015-12-10 09:16:13.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_188_"Recusa injustificada em prestar serviço"_"M"_"entre 21 a 30 anos"_"65058794"
2016_"2016-03-01 11:16:04.000"_"2016-02-18 08:31:39.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_251_"SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)"_"F"_"entre 41 a 50 anos"_"22641560"
2016_"2016-08-04 07:50:47.000"_"2016-05-20 10:36:01.000"_"Nordeste"_"RN"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_63_"Financeira"_28_"Cobrança indevida/abusiva"_"M"_"entre 51 a 60 anos"_"59700000"
2016_"2016-05-16 11:05:35.000"_"2015-11-17 09:22:25.000"_"Sudeste"_"ES"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_54_"Cartão de Crédito"_28_"Cobrança indevida/abusiva"_"F"_"entre 41 a 50 anos"_"29255000"
2016_"2016-03-22 10:43:49.000"_"2016-02-22 09:08:09.000"_"Centro-oeste"_"MS"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_76_"Outros Contratos"_28_"Cobrança indevida/abusiva"_"M"_"até 20 anos"_"79300000"
2016_"2016-03-04 14:28:34.000"_"2015-11-23 09:22:50.000"_"Nordeste"_"CE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_279_"Informática (Ex.:Provedor de Acesso a Internet)"_183_"Vicio de qualidade (mal executado, inadequado, impróprio)"_"M"_"entre 21 a 30 anos"_"60312070"
2016_"2016-12-19 12:28:40.000"_"2016-08-18 13:02:25.000"_"Sudeste"_"MG"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 21 a 30 anos"_"35702630"
2016_"2016-11-28 15:18:31.000"_"2015-08-07 08:04:58.000"_"Nordeste"_"BA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 41 a 50 anos"_"41204385"
2016_"2016-08-26 13:18:08.000"_"2016-05-23 14:55:27.000"_"Sul"_"SC"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 41 a 50 anos"_"88330304"
2016_"2016-05-27 14:29:38.000"_"2016-03-12 08:34:03.000"_"Sudeste"_"ES"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 21 a 30 anos"_"29149800"
2016_"2016-05-18 17:04:30.000"_"2016-01-27 14:38:55.000"_"Sudeste"_"ES"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_183_"Vicio de qualidade (mal executado, inadequado, impróprio)"_"M"_"entre 21 a 30 anos"_"29000000"
2016_"2016-05-11 17:18:51.000"_"2015-12-21 10:28:34.000"_"Sudeste"_"ES"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 31 a 40 anos"_"29119175"
2016_"2016-01-14 13:54:17.000"_"2015-02-19 09:08:07.000"_"Sul"_"SC"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 31 a 40 anos"_"88058652"
2016_"2016-03-30 13:05:57.000"_"2015-07-08 09:07:03.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 21 a 30 anos"_"53402023"
2016_"2016-03-29 15:39:10.000"_"2015-09-17 12:36:42.000"_"Centro-oeste"_"MT"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 31 a 40 anos"_"78600000"
2016_"2016-08-04 10:11:59.000"_"2016-06-09 16:45:24.000"_"Nordeste"_"MA"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_188_"Recusa injustificada em prestar serviço"_"M"_"entre 21 a 30 anos"_"65010000"
2016_"2016-10-10 11:15:59.000"_"2016-09-05 08:09:22.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 61 a 70 anos"_"53300170"
2016_"2016-10-18 12:30:52.000"_"2016-09-16 09:31:31.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 61 a 70 anos"_"55290000"
2016_"2016-10-10 08:44:00.000"_"2016-08-09 09:18:06.000"_"Nordeste"_"PE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 51 a 60 anos"_"55600000"
2016_"2016-12-08 14:03:38.000"_"2016-11-09 15:09:42.000"_"Sudeste"_"MG"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 51 a 60 anos"_"36016321"
2016_"2016-09-14 15:47:21.000"_"2016-08-19 09:12:23.000"_"Norte"_"RO"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 51 a 60 anos"_"76808036"
2016_"2016-09-26 09:41:41.000"_"2016-08-26 08:29:33.000"_"Nordeste"_"RN"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"F"_"entre 51 a 60 anos"_"59507000"
2016_"2016-03-17 11:57:17.000"_"2016-02-29 11:48:42.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 31 a 40 anos"_"25030480"
2016_"2016-03-28 08:47:44.000"_"2016-03-11 17:07:45.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_185_"Serviço não concluído /Fornecimento parcial"_"M"_"entre 51 a 60 anos"_"24466025"
2016_"2016-03-31 11:40:10.000"_"2016-03-16 13:25:50.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_196_"Duvida sobre cobrança/valor/reajuste/contrato/orçamento"_"F"_"entre 61 a 70 anos"_"20961020"
2016_"2016-03-22 16:49:20.000"_"2016-03-07 10:34:58.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"M"_"entre 51 a 60 anos"_"24040210"
2016_"2016-03-09 14:18:53.000"_"2016-02-16 11:41:09.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 61 a 70 anos"_"22071060"
2016_"2016-03-18 13:59:59.000"_"2016-03-07 14:32:12.000"_"Sudeste"_"RJ"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"F"_"entre 61 a 70 anos"_"22421022"
2016_"2016-12-12 10:28:27.000"_"2016-10-05 08:37:46.000"_"Nordeste"_"CE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"F"_"entre 41 a 50 anos"_"60351010"
2016_"2016-12-02 15:08:23.000"_"2016-07-19 13:36:57.000"_"Nordeste"_"CE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_194_"Cobrança indevida/abusiva"_"M"_"entre 31 a 40 anos"_"60346160"
2016_"2016-12-02 14:44:06.000"_"2016-07-20 15:18:33.000"_"Nordeste"_"CE"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_183_"Vicio de qualidade (mal executado, inadequado, impróprio)"_"F"_"entre 61 a 70 anos"_"60050220"
2016_"2016-11-28 15:43:49.000"_"2016-08-24 13:10:54.000"_"Sul"_"SC"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"S"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_184_"Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)"_"F"_"entre 41 a 50 anos"_"89120000"
2016_"2016-08-01 11:20:12.000"_"2016-03-15 11:21:43.000"_"Nordeste"_"RN"_1_"6143400"_"OPERADORAS DE TELEVISÃO POR ASSINATURA POR SATÉLITE"_"N"_259_"TV Por Assinatura ( Cabo, Satélite, Etc. )"_203_"Contrato - Rescisão/alteração unilateral"_"F"_"entre 41 a 50 anos"_"59460000"
